secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1003,96,103,5.163,27.2088,0,106,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1004,95,103,5.1707,27.3168,0,98,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1005,93,102,5.1782,27.3672,0,96,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1006,95,102,5.1858,27.36,0,103,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1007,94,104,5.1934,27.3456,0,99,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1008,93,103,5.2009,27.2736,0,103,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1009,94,103,5.2085,27.1944,0,107,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1010,94,103,5.216,27.2088,0,103,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1011,96,103,5.2237,27.2664,0,102,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1012,96,102,5.2314,27.3528,0,105,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1013,96,102,5.2391,27.5112,0,106,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1014,94,102,5.2469,27.648,0,96,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1015,94,102,5.2544,27.6336,0,103,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1016,94,102,5.262,27.6048,0,107,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1017,95,102,5.2696,27.54,0,99,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1018,94,102,5.2772,27.4392,0,101,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1019,95,102,5.2848,27.3096,0,102,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1020,93,102,5.2924,27.3168,0,98,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1021,94,101,5.2999,27.2952,0,103,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1022,95,101,5.3075,27.288,0,102,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1023,94,101,5.3151,27.2664,0,103,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1024,95,101,5.3227,27.288,0,103,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1025,96,102,5.3304,27.3672,0,104,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1026,95,102,5.338,27.4176,0,102,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1027,94,102,5.3456,27.4104,0,98,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1028,93,101,5.3531,27.3528,0,98,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1029,93,101,5.3606,27.2592,0,99,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1030,93,101,5.368,27.1008,0,99,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1031,93,101,5.3755,26.9784,0,101,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1032,94,101,5.383,26.9064,0,101,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1033,92,101,5.3904,26.8848,0,96,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1034,94,101,5.3979,26.9064,0,102,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1035,94,101,5.4055,26.9856,0,98,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1036,94,101,5.413,27.0432,0,101,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1037,94,101,5.4206,27.0792,0,102,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1038,94,101,5.4281,27.1368,0,100,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1039,95,102,5.4357,27.18,0,101,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1040,95,102,5.4433,27.2016,0,100,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1041,94,102,5.4508,27.2088,0,100,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1042,93,102,5.4583,27.1944,0,97,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1043,93,101,5.4658,27.1512,0,99,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1044,94,101,5.4733,27.1224,0,100,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1045,93,101,5.4808,27.0576,0,93,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1046,93,101,5.4883,26.9784,0,98,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1047,93,101,5.4958,26.9424,0,101,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1048,93,101,5.5032,26.9136,0,97,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1049,93,101,5.5107,26.8776,0,103,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1050,95,101,5.5182,26.8776,0,99,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1051,93,101,5.5257,26.9568,0,96,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1052,93,101,5.5332,26.9928,0,102,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1053,93,102,5.5408,27.0432,0,100,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1054,93,101,5.5482,27.0576,0,98,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1055,93,101,5.5557,27.0288,0,98,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1056,92,101,5.5632,26.9568,0,96,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1057,93,101,5.5706,26.8632,0,98,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1058,93,101,5.578,26.8128,0,100,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1059,93,101,5.5855,26.8272,0,102,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1060,93,101,5.593,26.8416,0,97,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1061,92,101,5.6005,26.8344,0,102,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1062,94,101,5.6079,26.9136,0,103,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1063,93,101,5.6155,26.9712,0,98,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1064,93,101,5.6229,26.9424,0,98,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1065,94,102,5.6305,26.964,0,99,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1066,95,101,5.638,27.0072,0,104,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1067,95,101,5.6455,27.0648,0,106,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1068,87,101,5.6533,27.216,0,115,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1069,88,101,5.6613,27.612,0,112,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1070,91,100,5.6693,28.0008,0,121,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1071,90,101,5.6776,28.5336,0,111,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1072,92,101,5.6858,29.0232,0,116,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1073,92,101,5.6943,29.52,0,122,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1074,91,101,5.7027,29.8512,0,119,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1075,91,101,5.7112,30.1176,0,118,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1076,92,101,5.7196,30.2544,0,119,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1077,92,101,5.7281,30.4056,0,115,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1078,92,101,5.7365,30.4272,0,123,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1079,91,102,5.745,30.4272,0,116,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1080,92,101,5.7535,30.4416,0,119,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1081,92,101,5.7619,30.4488,0,113,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1082,91,101,5.7703,30.3984,0,113,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1083,92,101,5.7787,30.3552,0,120,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1084,92,101,5.7872,30.348,0,116,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1085,93,101,5.7957,30.384,0,118,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1086,93,102,5.8042,30.4344,0,120,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1087,93,102,5.8127,30.5352,0,120,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1088,93,102,5.8212,30.6216,0,115,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1089,93,102,5.8297,30.6576,0,117,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1090,93,102,5.8382,30.672,0,118,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1091,93,103,5.8468,30.6792,0,119,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1092,93,103,5.8553,30.6936,0,120,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1093,93,103,5.8639,30.7368,0,119,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1094,93,103,5.8725,30.7656,0,120,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1095,92,103,5.881,30.7584,0,120,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1096,94,103,5.8895,30.7368,0,120,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1097,94,103,5.8981,30.7584,0,120,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1098,93,104,5.9067,30.7872,0,120,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1099,94,104,5.9153,30.852,0,119,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1100,94,104,5.924,30.9528,0,121,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1101,94,105,5.9326,31.0608,0,116,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1102,93,105,5.9412,31.0752,0,120,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1103,93,106,5.9498,31.0464,0,116,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1104,93,106,5.9583,30.9744,0,119,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1105,92,106,5.9669,30.888,0,117,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1106,93,106,5.9754,30.8016,0,118,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1107,93,106,5.9839,30.7296,0,118,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1108,93,106,5.9924,30.6864,0,119,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1109,94,106,6.001,30.7152,0,119,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1110,94,106,6.0096,30.7872,0,120,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1111,95,106,6.0183,30.8808,0,122,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1112,93,106,6.0269,30.996,0,118,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1113,95,106,6.0356,31.068,0,121,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1114,94,105,6.0442,31.1328,0,119,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1115,94,105,6.0529,31.1616,0,121,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1116,95,106,6.0616,31.1616,0,121,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1117,96,106,6.0702,31.1616,0,125,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1118,94,106,6.0789,31.2192,0,118,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1119,93,106,6.0875,31.1688,0,117,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1120,94,106,6.0961,31.0752,0,127,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1121,95,106,6.1047,31.068,0,121,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1122,95,106,6.1134,31.0896,0,118,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1123,93,107,6.122,31.0464,0,116,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1124,93,107,6.1306,31.0464,0,120,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1125,93,107,6.1392,31.0968,0,118,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1126,93,107,6.1478,31.0464,0,119,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1127,94,107,6.1564,30.9888,0,121,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1128,94,107,6.1651,30.996,0,124,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1129,95,107,6.1738,31.104,0,121,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1130,93,106,6.1825,31.1184,0,123,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1131,93,106,6.191,31.0968,0,117,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1132,93,106,6.1996,31.0608,0,117,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1133,93,106,6.2081,30.9888,0,118,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1134,93,106,6.2167,30.8232,0,116,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1135,93,106,6.2252,30.7584,0,123,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1136,93,106,6.2337,30.7584,0,115,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1137,93,106,6.2423,30.7368,0,114,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1138,93,106,6.2508,30.7296,0,119,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1139,92,106,6.2594,30.7656,0,117,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1140,93,105,6.2679,30.7656,0,120,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1141,93,106,6.2765,30.7656,0,122,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1142,93,106,6.2851,30.8232,0,122,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1143,93,106,6.2937,30.8664,0,116,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1144,92,106,6.3022,30.8376,0,114,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1145,93,106,6.3108,30.8448,0,121,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1146,93,106,6.3193,30.8592,0,118,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1147,94,107,6.3279,30.8376,0,119,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1148,95,106,6.3366,30.8808,0,120,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1149,96,107,6.3453,31.0248,0,123,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1150,95,106,6.3541,31.1688,0,117,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1151,95,107,6.3628,31.2768,0,120,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1152,94,107,6.3715,31.356,0,118,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1153,94,107,6.3801,31.356,0,117,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1154,95,107,6.3888,31.3344,0,120,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1155,95,107,6.3976,31.3344,0,115,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1156,96,107,6.4063,31.3776,0,122,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1157,96,107,6.4151,31.4424,0,118,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1158,95,107,6.4239,31.5288,0,118,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1159,94,107,6.4326,31.5072,0,117,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1160,94,107,6.4412,31.4064,0,117,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1161,94,107,6.4498,31.2696,0,118,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1162,96,107,6.4584,31.1832,0,124,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1163,95,108,6.4672,31.1688,0,123,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1164,94,108,6.476,31.2264,0,116,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1165,94,109,6.4847,31.32,0,123,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1166,93,109,6.4933,31.3632,0,121,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1167,95,110,6.502,31.356,0,122,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1168,95,110,6.5107,31.3128,0,121,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1169,95,110,6.5194,31.284,0,119,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1170,94,109,6.5281,31.248,0,119,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1171,94,109,6.5367,31.2552,0,122,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1172,94,109,6.5454,31.2552,0,123,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1173,94,109,6.5541,31.2264,0,124,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1174,94,109,6.5627,31.1688,0,120,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1175,93,109,6.5713,31.0824,0,114,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1176,93,109,6.5798,31.0032,0,117,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1177,94,109,6.5884,30.96,0,119,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1178,94,109,6.5971,30.9672,0,122,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1179,95,108,6.6058,31.0392,0,117,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1180,96,108,6.6146,31.1832,0,122,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1181,96,108,6.6233,31.3344,0,123,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1182,95,108,6.6321,31.4568,0,118,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1183,95,108,6.6407,31.4496,0,121,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1184,93,108,6.6493,31.356,0,117,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1185,93,108,6.6579,31.212,0,118,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1186,94,108,6.6665,31.0896,0,120,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1187,94,108,6.6752,31.0176,0,122,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1188,95,107,6.6838,31.0032,0,119,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1189,94,107,6.6924,31.0248,0,119,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1190,93,107,6.701,31.0248,0,116,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1191,94,107,6.7096,31.0248,0,119,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1192,93,106,6.7182,30.9672,0,117,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1193,93,107,6.7268,30.9528,0,121,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1194,94,107,6.7355,30.9672,0,118,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1195,94,107,6.7441,31.0104,0,125,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1196,94,107,6.7527,31.0392,0,119,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1197,94,107,6.7613,31.0752,0,117,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1198,94,106,6.77,31.0896,0,121,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1199,94,107,6.7786,31.0752,0,119,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1200,94,107,6.7872,31.0752,0,121,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1201,94,107,6.7959,31.1112,0,120,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1202,94,107,6.8046,31.1112,0,116,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1203,93,107,6.8132,31.0824,0,118,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1204,94,107,6.8217,31.0392,0,118,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1205,95,107,6.8304,31.0752,0,120,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1206,95,107,6.8391,31.0968,0,122,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1207,95,107,6.8478,31.14,0,119,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1208,95,107,6.8565,31.2048,0,121,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1209,94,107,6.8652,31.2696,0,119,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1210,95,108,6.8738,31.2768,0,122,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1211,96,108,6.8826,31.3128,0,124,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1212,95,108,6.8914,31.3776,0,120,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1213,95,108,6.9001,31.4208,0,119,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1214,95,108,6.9089,31.4712,0,118,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1215,94,108,6.9176,31.5072,0,118,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1216,94,108,6.9263,31.4352,0,119,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1217,94,108,6.9349,31.3488,0,123,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1218,95,108,6.9436,31.32,0,120,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1219,94,108,6.9523,31.2768,0,118,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1220,94,108,6.961,31.2192,0,120,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1221,93,108,6.9696,31.2264,0,117,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1222,95,108,6.9782,31.1832,0,120,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1223,95,108,6.9869,31.1472,0,122,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1224,94,108,6.9956,31.1688,0,117,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1225,94,107,7.0043,31.1904,0,116,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1226,95,108,7.013,31.2192,0,124,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
1227,95,108,7.0217,31.3272,0,122,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
