secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1819,92,137,13.5368,47.3184,0,192,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1820,92,138,13.5499,47.2392,0,194,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1821,91,139,13.563,47.16,0,194,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1822,92,139,13.5761,47.1816,0,198,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1823,92,139,13.5893,47.2536,0,203,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1824,93,139,13.6025,47.3256,0,200,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1825,92,139,13.6158,47.4264,0,201,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1826,93,139,13.6289,47.4912,0,204,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1827,92,139,13.6421,47.4984,0,199,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1828,92,139,13.6552,47.448,0,195,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1829,92,139,13.6684,47.3976,0,197,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1830,92,139,13.6815,47.3544,0,196,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1831,92,139,13.6947,47.3616,0,188,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1832,93,139,13.7079,47.4192,0,202,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1833,93,139,13.7212,47.4984,0,200,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1834,93,139,13.7345,47.5992,0,204,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1835,94,139,13.7478,47.7288,0,206,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1836,94,139,13.7612,47.8944,0,201,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1837,93,139,13.7746,47.988,0,200,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1838,93,139,13.7879,48.024,0,200,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1839,93,139,13.8012,48.0168,0,201,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1840,93,139,13.8145,47.9808,0,203,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1841,93,139,13.8277,47.8872,0,200,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1842,93,139,13.841,47.7936,0,204,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1843,91,139,13.8541,47.6496,0,189,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1844,91,139,13.8671,47.448,0,194,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1845,90,139,13.88,47.1888,0,193,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1846,91,139,13.8929,46.9368,0,201,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1847,90,139,13.9059,46.7208,0,194,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1848,91,139,13.9188,46.6056,0,193,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1849,91,140,13.9318,46.6128,0,195,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1850,91,140,13.9449,46.7136,0,197,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1851,91,140,13.958,46.8288,0,193,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1852,91,140,13.971,46.9296,0,195,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1853,92,139,13.9841,47.016,0,197,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1854,91,139,13.9972,47.0592,0,196,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1855,91,139,14.0103,47.0664,0,195,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1856,91,139,14.0233,47.0376,0,190,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1857,91,140,14.0363,46.98,0,190,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1858,92,139,14.0494,46.9728,0,203,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1859,95,140,14.0627,47.16,0,209,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1860,94,140,14.0762,47.448,0,195,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1861,93,140,14.0895,47.6856,0,193,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1862,93,139,14.1028,47.9016,0,195,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1863,92,140,14.116,48.0168,0,205,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1864,93,139,14.1293,47.9376,0,204,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1865,94,139,14.1426,47.8224,0,204,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1866,93,139,14.156,47.8296,0,201,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1867,94,139,14.1694,47.9016,0,199,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1868,95,139,14.1828,48.096,0,212,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1869,95,138,14.1964,48.348,0,212,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1870,95,139,14.21,48.5424,0,206,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1871,95,138,14.2236,48.672,0,207,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1872,95,138,14.2371,48.7872,0,213,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1873,94,138,14.2506,48.816,0,207,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1874,94,138,14.2641,48.7512,0,208,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1875,94,138,14.2776,48.6864,0,205,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1876,94,138,14.2911,48.6216,0,205,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1877,94,138,14.3045,48.5352,0,209,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1878,93,138,14.3179,48.4416,0,193,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1879,93,138,14.3312,48.3336,0,200,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1880,93,137,14.3445,48.1752,0,199,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1881,93,138,14.3578,48.024,0,198,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1882,93,138,14.3711,47.9304,0,202,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1883,93,138,14.3844,47.8944,0,199,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1884,92,137,14.3977,47.8512,0,195,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1885,92,137,14.4109,47.8008,0,193,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1886,92,137,14.4241,47.7504,0,192,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1887,92,137,14.4373,47.6496,0,197,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1888,93,137,14.4505,47.5416,0,198,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1889,95,137,14.4637,47.484,0,214,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1890,95,137,14.4772,47.7432,0,203,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1891,95,136,14.4908,48.0024,0,203,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1892,95,137,14.5043,48.276,0,205,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1893,94,138,14.5178,48.4704,0,196,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1894,94,137,14.5312,48.6648,0,214,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1895,94,137,14.5447,48.6072,0,209,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1896,95,138,14.5582,48.564,0,210,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1897,94,138,14.5717,48.5208,0,201,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1898,95,138,14.5852,48.5208,0,211,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1899,95,138,14.5987,48.5784,0,205,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1900,95,138,14.6123,48.636,0,202,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1901,94,138,14.6258,48.636,0,198,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1902,93,139,14.6391,48.5496,0,198,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1903,93,139,14.6525,48.4344,0,204,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1904,93,139,14.6657,48.2544,0,200,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1905,92,139,14.679,48.024,0,193,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1906,93,139,14.6923,47.8656,0,199,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1907,93,139,14.7056,47.8296,0,197,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1908,96,139,14.7189,47.8728,0,222,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1909,95,139,14.7325,48.06,0,199,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1910,94,138,14.7461,48.3192,0,190,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1911,94,138,14.7596,48.492,0,190,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1912,91,138,14.7728,48.384,0,189,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1913,91,138,14.7859,48.1896,0,191,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1914,91,138,14.799,47.8584,0,196,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1915,92,138,14.812,47.484,0,196,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1916,92,139,14.8252,47.2104,0,194,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1917,92,139,14.8383,47.1816,0,195,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1918,93,139,14.8515,47.2176,0,201,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1919,93,139,14.8647,47.3184,0,205,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1920,94,139,14.878,47.5128,0,203,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1921,94,139,14.8915,47.736,0,202,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1922,94,139,14.9049,47.952,0,191,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1923,94,140,14.9183,48.1104,0,208,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1924,94,140,14.9316,48.2112,0,206,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1925,94,140,14.9451,48.2544,0,196,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1926,94,140,14.9585,48.2472,0,206,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1927,95,139,14.9719,48.2616,0,203,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1928,94,141,14.9854,48.3336,0,200,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1929,93,141,14.9988,48.3624,0,199,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1930,93,141,15.0122,48.3408,0,200,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1931,93,142,15.0255,48.24,0,198,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1932,93,142,15.0388,48.1248,0,194,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1933,93,142,15.052,47.988,0,205,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1934,93,142,15.0653,47.9016,0,190,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1935,93,142,15.0787,47.8728,0,198,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1936,94,142,15.092,47.9232,0,204,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1937,93,142,15.1054,47.9736,0,196,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1938,93,142,15.1187,47.988,0,194,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1939,92,142,15.1319,47.9448,0,194,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1940,92,142,15.1451,47.8368,0,204,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1941,93,143,15.1583,47.7072,0,199,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1942,92,143,15.1715,47.5848,0,186,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1943,92,143,15.1847,47.4912,0,199,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1944,92,142,15.1978,47.4552,0,197,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1945,92,142,15.211,47.4192,0,196,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1946,92,142,15.2242,47.4264,0,192,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1947,93,142,15.2374,47.4336,0,199,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1948,95,142,15.2508,47.6064,0,205,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1949,95,142,15.2643,47.844,0,202,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1950,94,142,15.2778,48.0888,0,203,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1951,94,142,15.2913,48.3048,0,210,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1952,94,142,15.3048,48.5424,0,202,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1953,94,142,15.3183,48.6288,0,202,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1954,93,142,15.3318,48.5856,0,196,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1955,92,142,15.345,48.4128,0,194,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1956,92,141,15.3582,48.1896,0,196,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1957,93,142,15.3714,47.952,0,200,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1958,93,141,15.3847,47.772,0,201,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1959,92,141,15.3979,47.592,0,178,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1960,92,142,15.411,47.5272,0,199,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1961,92,142,15.4242,47.5344,0,197,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1962,92,141,15.4374,47.4912,0,193,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1963,91,141,15.4504,47.3544,0,186,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1964,91,141,15.4635,47.2608,0,193,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1965,91,141,15.4766,47.2104,0,187,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1966,92,141,15.4897,47.1384,0,200,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1967,95,142,15.5031,47.3328,0,219,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1968,94,142,15.5166,47.6568,0,199,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1969,94,142,15.5302,47.9952,0,198,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1970,94,142,15.5437,48.2832,0,203,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1971,91,142,15.557,48.492,0,190,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1972,91,142,15.5702,48.2976,0,196,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1973,91,142,15.5832,47.9376,0,193,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1974,90,142,15.5961,47.4984,0,194,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1975,90,142,15.609,47.0448,0,196,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1976,89,141,15.6218,46.6344,0,206,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1977,90,141,15.6347,46.4904,0,219,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1978,93,141,15.648,46.6416,0,234,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1979,94,141,15.6614,46.9944,0,215,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1980,93,141,15.6747,47.2968,0,214,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1981,92,141,15.6879,47.5704,0,202,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1982,92,141,15.701,47.7288,0,214,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1983,92,141,15.7142,47.6784,0,216,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1984,92,142,15.7274,47.5056,0,209,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1985,93,142,15.7406,47.4696,0,214,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1986,93,142,15.7539,47.556,0,219,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1987,94,142,15.7674,47.7504,0,226,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1988,94,143,15.7808,47.9448,0,214,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1989,94,143,15.7942,48.1392,0,216,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1990,95,143,15.8077,48.3048,0,229,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1991,95,143,15.8213,48.4776,0,225,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1992,95,144,15.8348,48.5712,0,229,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1993,95,144,15.8484,48.672,0,229,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1994,95,144,15.862,48.7872,0,217,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1995,95,144,15.8756,48.9024,0,226,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1996,93,144,15.8892,48.888,0,211,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1997,93,144,15.9025,48.7296,0,220,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1998,93,144,15.9159,48.564,0,218,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
1999,93,145,15.9292,48.3552,0,209,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2000,93,145,15.9424,48.096,0,216,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2001,93,145,15.9557,47.88,0,218,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2002,92,145,15.9689,47.8008,0,220,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2003,93,145,15.9822,47.7648,0,225,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2004,94,145,15.9955,47.772,0,220,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2005,93,145,16.0089,47.8296,0,217,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2006,94,146,16.0222,47.9376,0,225,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2007,94,146,16.0357,48.1032,0,221,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2008,94,146,16.0491,48.1824,0,220,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2009,94,146,16.0625,48.2256,0,218,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2010,93,146,16.0759,48.2616,0,216,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2011,94,147,16.0893,48.2832,0,234,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2012,94,147,16.1027,48.276,0,218,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2013,94,147,16.1162,48.276,0,217,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2014,93,148,16.1296,48.2976,0,218,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2015,95,148,16.1431,48.3696,0,227,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2016,94,148,16.1566,48.4416,0,221,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2017,94,149,16.1701,48.4704,0,217,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2018,94,149,16.1835,48.4992,0,212,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2019,94,149,16.197,48.5136,0,211,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2020,94,149,16.2104,48.4704,0,226,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2021,94,149,16.2238,48.384,0,218,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2022,93,149,16.2371,48.2976,0,210,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2023,93,149,16.2505,48.2112,0,223,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2024,93,149,16.2638,48.1176,0,216,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2025,93,148,16.277,47.9808,0,217,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2026,93,155,16.2903,47.8728,0,222,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2027,92,153,16.3035,47.7792,0,217,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2028,93,151,16.3167,47.6784,0,218,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2029,92,151,16.3299,47.592,0,211,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2030,92,150,16.3431,47.556,0,212,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2031,92,149,16.3563,47.52,0,216,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2032,92,149,16.3695,47.484,0,211,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2033,93,148,16.3827,47.5344,0,214,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2034,95,148,16.396,47.628,0,225,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2035,95,149,16.4096,47.8656,0,208,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2036,94,148,16.4231,48.0888,0,218,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2037,94,148,16.4365,48.312,0,218,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2038,93,148,16.4499,48.3696,0,208,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2039,94,148,16.4633,48.3984,0,226,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2040,94,148,16.4766,48.2832,0,222,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2041,95,148,16.4901,48.2472,0,225,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2042,95,147,16.5036,48.2832,0,223,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2043,94,147,16.5172,48.4272,0,221,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
